Customer ID,Customer Name,Segment,Region,total_orders,total_units,lifetime_value,lifetime_profit,first_purchase,last_purchase,margin_pct
BG-11695,Brooke Gillingham,Corporate,East,3,15,966.07,155.71,2015-05-11,2017-05-30,16.1
BG-11695,Brooke Gillingham,Corporate,West,1,6,29.33,7.92,2018-09-23,2018-09-23,27.0
BG-11740,Bruce Geld,Consumer,Central,1,3,10.78,-8.15,2017-09-06,2017-09-06,-75.6
BG-11740,Bruce Geld,Consumer,East,1,1,60.31,-3.0,2018-04-17,2018-04-17,-5.0
BG-11740,Bruce Geld,Consumer,South,1,6,9.91,-4.4,2015-03-23,2015-03-23,-44.4
BG-11740,Bruce Geld,Consumer,West,3,14,925.35,11.31,2016-06-18,2018-11-03,1.2
BH-11710,Brosina Hoffman,Consumer,Central,2,24,830.04,-17.79,2015-11-11,2016-02-08,-2.1
BH-11710,Brosina Hoffman,Consumer,East,2,14,1130.3,124.56,2017-03-03,2018-05-18,11.0
BH-11710,Brosina Hoffman,Consumer,South,3,29,580.71,101.64,2016-11-22,2018-12-07,17.5
BH-11710,Brosina Hoffman,Consumer,West,1,32,3714.3,109.79,2015-06-09,2015-06-09,3.0
BK-11260,Berenike Kampe,Consumer,Central,1,29,314.55,0.1,2015-12-06,2015-12-06,0.0
BK-11260,Berenike Kampe,Consumer,East,1,8,163.62,33.49,2015-08-03,2015-08-03,20.5
BK-11260,Berenike Kampe,Consumer,West,4,26,180.97,21.2,2016-03-19,2018-10-14,11.7
BM-11140,Becky Martin,Consumer,Central,1,38,10539.9,826.31,2015-09-08,2015-09-08,7.8
BM-11140,Becky Martin,Consumer,East,1,25,611.03,58.68,2017-12-04,2017-12-04,9.6
BM-11140,Becky Martin,Consumer,West,2,6,638.71,57.16,2017-09-02,2018-02-26,8.9
BM-11575,Brendan Murry,Corporate,Central,2,14,219.64,22.64,2018-04-17,2018-05-18,10.3
BM-11575,Brendan Murry,Corporate,East,2,29,545.14,21.68,2016-09-15,2017-01-02,4.0
BM-11575,Brendan Murry,Corporate,West,2,11,43.39,3.77,2017-11-20,2018-09-21,8.7
BM-11650,Brian Moss,Corporate,Central,5,55,3249.75,415.69,2015-07-09,2018-11-27,12.8
BM-11650,Brian Moss,Corporate,East,5,39,3524.45,431.97,2016-11-20,2018-11-16,12.3
BM-11650,Brian Moss,Corporate,West,1,5,519.98,-19.48,2015-09-23,2015-09-23,-3.7
BM-11785,Bryan Mills,Consumer,Central,2,14,895.89,131.97,2015-09-02,2017-07-14,14.7
BM-11785,Bryan Mills,Consumer,East,4,28,175.47,31.62,2015-06-06,2017-12-30,18.0
BM-11785,Bryan Mills,Consumer,South,2,3,209.38,4.11,2015-12-14,2018-05-26,2.0
BM-11785,Bryan Mills,Consumer,West,2,9,58.1,2.28,2016-03-20,2017-04-16,3.9
BN-11470,Brad Norvell,Corporate,Central,1,4,49.62,14.99,2018-03-14,2018-03-14,30.2
BN-11470,Brad Norvell,Corporate,East,1,1,12.58,8.84,2016-04-16,2016-04-16,70.3
BN-11470,Brad Norvell,Corporate,South,1,17,192.42,27.78,2015-09-12,2015-09-12,14.4
BN-11470,Brad Norvell,Corporate,West,1,1,10.68,-7.8,2018-12-06,2018-12-06,-73.0
BN-11515,Bradley Nguyen,Consumer,Central,1,20,249.92,20.73,2015-03-17,2015-03-17,8.3
BN-11515,Bradley Nguyen,Consumer,East,2,20,936.12,73.25,2017-05-19,2018-09-01,7.8
BN-11515,Bradley Nguyen,Consumer,West,2,23,273.3,14.87,2015-09-17,2018-12-21,5.4
BO-11350,Bill Overfelt,Corporate,Central,2,14,1655.13,-160.32,2017-01-03,2018-08-15,-9.7
BO-11350,Bill Overfelt,Corporate,East,1,17,504.51,-29.8,2018-05-03,2018-05-03,-5.9
BO-11350,Bill Overfelt,Corporate,West,2,17,523.09,21.33,2017-04-28,2018-02-02,4.1
BO-11425,Bobby Odegard,Consumer,East,1,2,6.08,-4.4,2016-09-10,2016-09-10,-72.4
BO-11425,Bobby Odegard,Consumer,South,1,3,124.75,14.0,2018-10-16,2018-10-16,11.2
BP-11050,Barry Pond,Corporate,Central,2,8,24.04,-0.31,2015-10-12,2017-12-19,-1.3
BP-11050,Barry Pond,Corporate,East,2,10,926.08,115.02,2017-11-25,2018-10-08,12.4
BP-11050,Barry Pond,Corporate,West,1,5,33.3,-1.58,2018-03-18,2018-03-18,-4.7
BP-11095,Bart Pistole,Corporate,Central,2,5,108.44,12.45,2015-06-07,2018-11-30,11.5
BP-11095,Bart Pistole,Corporate,East,3,21,1153.91,97.82,2015-11-07,2018-12-13,8.5
BP-11095,Bart Pistole,Corporate,South,2,6,104.34,17.18,2015-10-09,2018-04-15,16.5
BP-11095,Bart Pistole,Corporate,West,5,48,1075.36,154.62,2015-12-19,2018-02-20,14.4
BP-11155,Becky Pak,Consumer,East,3,27,530.69,43.48,2017-06-28,2018-10-02,8.2
BP-11155,Becky Pak,Consumer,South,1,6,18.84,3.3,2018-07-10,2018-07-10,17.5
BP-11155,Becky Pak,Consumer,West,2,12,1148.33,163.37,2016-06-04,2017-12-31,14.2
BP-11185,Ben Peterman,Corporate,Central,2,10,1344.81,129.43,2016-08-28,2017-12-23,9.6
BP-11185,Ben Peterman,Corporate,East,2,9,1241.81,148.79,2017-01-04,2018-08-27,12.0
BP-11185,Ben Peterman,Corporate,South,1,4,6.99,-1.92,2016-03-24,2016-03-24,-27.5
BP-11185,Ben Peterman,Corporate,West,4,41,1082.24,54.1,2017-09-12,2018-12-29,5.0
BP-11230,Benjamin Patterson,Consumer,Central,1,9,12.86,-5.47,2017-09-24,2017-09-24,-42.5
BP-11230,Benjamin Patterson,Consumer,East,1,4,1022.97,162.82,2016-04-30,2016-04-30,15.9
BP-11230,Benjamin Patterson,Consumer,West,3,15,145.66,-2.13,2015-04-20,2018-11-21,-1.5
BP-11290,Beth Paige,Consumer,Central,2,24,510.29,0.51,2015-10-03,2017-05-31,0.1
BP-11290,Beth Paige,Consumer,East,2,14,508.02,57.26,2018-01-09,2018-12-18,11.3
BP-11290,Beth Paige,Consumer,South,1,8,370.18,-19.9,2017-07-21,2017-07-21,-5.4
BP-11290,Beth Paige,Consumer,West,2,17,1086.66,-45.6,2017-04-12,2018-11-24,-4.2
BS-11365,Bill Shonely,Corporate,Central,1,13,64.59,9.27,2017-06-20,2017-06-20,14.4
BS-11365,Bill Shonely,Corporate,East,2,13,10022.29,652.78,2015-09-19,2017-04-16,6.5
BS-11365,Bill Shonely,Corporate,South,1,5,344.91,48.5,2015-08-19,2015-08-19,14.1
BS-11365,Bill Shonely,Corporate,West,1,7,69.86,9.46,2015-05-04,2015-05-04,13.5
BS-11380,Bill Stewart,Corporate,Central,1,6,12.62,-3.35,2015-11-29,2015-11-29,-26.5
BS-11380,Bill Stewart,Corporate,East,2,11,1716.65,250.4,2016-12-03,2018-11-16,14.6
BS-11380,Bill Stewart,Corporate,West,2,34,2158.56,75.17,2018-03-12,2018-12-02,3.5
BS-11590,Brendan Sweed,Corporate,Central,1,1,33.4,2.97,2017-09-17,2017-09-17,8.9
BS-11590,Brendan Sweed,Corporate,East,3,27,438.58,41.39,2015-01-14,2016-09-06,9.4
BS-11590,Brendan Sweed,Corporate,South,1,4,701.96,-10.12,2018-11-25,2018-11-25,-1.4
BS-11590,Brendan Sweed,Corporate,West,1,8,1280.99,198.74,2015-12-05,2015-12-05,15.5
BS-11665,Brian Stugart,Consumer,Central,1,9,1328.13,156.32,2017-05-27,2017-05-27,11.8
BS-11665,Brian Stugart,Consumer,East,1,3,86.38,13.65,2015-06-23,2015-06-23,15.8
BS-11665,Brian Stugart,Consumer,West,1,22,1873.61,199.23,2016-11-17,2016-11-17,10.6
BS-11755,Bruce Stewart,Consumer,Central,1,23,933.95,70.88,2017-11-30,2017-11-30,7.6
BS-11755,Bruce Stewart,Consumer,East,2,15,1011.57,151.46,2015-05-18,2018-04-10,15.0
BS-11755,Bruce Stewart,Consumer,West,4,34,616.86,-2.18,2015-08-03,2018-12-29,-0.4
BS-11800,Bryan Spruell,Home Office,East,1,24,760.8,137.68,2018-04-09,2018-04-09,18.1
BS-11800,Bryan Spruell,Home Office,West,1,8,188.63,31.91,2016-09-26,2016-09-26,16.9
BT-11305,Beth Thompson,Home Office,Central,1,2,17.12,7.01,2016-12-22,2016-12-22,40.9
BT-11305,Beth Thompson,Home Office,West,4,39,2550.54,84.84,2015-04-25,2018-01-28,3.3
BT-11395,Bill Tyler,Corporate,Central,2,15,1384.81,26.91,2015-10-28,2016-11-29,1.9
BT-11395,Bill Tyler,Corporate,East,1,9,20.45,2.7,2016-02-27,2016-02-27,13.2
BT-11395,Bill Tyler,Corporate,West,3,22,781.35,15.74,2016-04-13,2018-03-03,2.0
BT-11440,Bobby Trafton,Consumer,Central,2,5,91.53,17.17,2015-11-23,2017-06-18,18.8
BT-11440,Bobby Trafton,Consumer,East,1,13,440.05,-19.94,2015-06-04,2015-06-04,-4.5
BT-11440,Bobby Trafton,Consumer,West,1,7,72.29,-5.26,2017-03-19,2017-03-19,-7.3
BT-11485,Brad Thomas,Home Office,East,2,12,415.2,46.01,2016-12-27,2017-03-11,11.1
BT-11530,Bradley Talbott,Home Office,East,2,13,381.95,56.39,2015-12-22,2017-01-22,14.8
BT-11530,Bradley Talbott,Home Office,West,3,37,2302.54,204.7,2015-05-21,2018-09-30,8.9
BT-11680,Brian Thompson,Consumer,Central,2,13,1002.29,102.42,2015-11-28,2016-10-08,10.2
BT-11680,Brian Thompson,Consumer,East,3,55,1283.4,77.03,2016-07-09,2018-11-20,6.0
BT-11680,Brian Thompson,Consumer,South,1,1,19.1,-12.81,2018-12-10,2018-12-10,-67.1
BT-11680,Brian Thompson,Consumer,West,1,9,891.96,122.32,2017-04-10,2017-04-10,13.7
BV-11245,Benjamin Venier,Corporate,Central,1,24,340.22,36.66,2018-01-30,2018-01-30,10.8
BV-11245,Benjamin Venier,Corporate,East,1,10,405.3,43.58,2017-02-21,2017-02-21,10.8
BV-11245,Benjamin Venier,Corporate,South,2,14,744.35,32.15,2016-03-26,2016-06-18,4.3
BV-11245,Benjamin Venier,Corporate,West,1,1,33.4,0.33,2017-12-24,2017-12-24,1.0
BW-11065,Barry Weirich,Consumer,East,2,5,339.36,50.06,2015-05-25,2018-06-01,14.8
BW-11065,Barry Weirich,Consumer,South,1,4,46.15,0.73,2016-08-11,2016-08-11,1.6
BW-11110,Bart Watters,Corporate,Central,3,6,3163.53,332.86,2016-03-20,2018-01-07,10.5
BW-11110,Bart Watters,Corporate,East,2,22,342.49,61.31,2017-10-13,2017-12-10,17.9
BW-11110,Bart Watters,Corporate,South,1,10,39.25,2.65,2018-05-27,2018-05-27,6.8
BW-11110,Bart Watters,Corporate,West,2,24,1205.08,87.89,2016-04-26,2018-08-31,7.3
BW-11200,Ben Wallace,Consumer,Central,1,4,12.18,1.44,2018-06-08,2018-06-08,11.8
BW-11200,Ben Wallace,Consumer,East,1,16,511.52,28.6,2017-10-27,2017-10-27,5.6
BW-11200,Ben Wallace,Consumer,South,2,11,306.53,15.98,2015-09-30,2017-10-27,5.2
BW-11200,Ben Wallace,Consumer,West,2,9,908.18,108.48,2015-08-12,2018-06-10,11.9
CA-11965,Carol Adams,Corporate,Central,2,16,850.46,32.35,2015-01-26,2016-11-21,3.8
CA-11965,Carol Adams,Corporate,East,2,5,2024.41,329.73,2017-12-23,2018-09-25,16.3
CA-11965,Carol Adams,Corporate,South,1,7,22.63,1.11,2018-01-26,2018-01-26,4.9
CA-11965,Carol Adams,Corporate,West,1,5,892.22,3.92,2016-04-05,2016-04-05,0.4
CA-12055,Cathy Armstrong,Home Office,Central,2,19,348.56,41.95,2016-09-05,2017-04-24,12.0
CA-12055,Cathy Armstrong,Home Office,East,2,13,314.98,35.66,2017-11-22,2017-11-24,11.3
CA-12055,Cathy Armstrong,Home Office,West,1,6,1016.18,-0.2,2017-08-08,2017-08-08,-0.0
CA-12265,Christina Anderson,Consumer,Central,2,14,339.16,-35.21,2015-12-26,2018-10-19,-10.4
CA-12265,Christina Anderson,Consumer,East,1,5,391.98,70.76,2018-09-22,2018-09-22,18.1
CA-12265,Christina Anderson,Consumer,South,2,14,356.23,19.92,2017-02-07,2018-11-04,5.6
CA-12265,Christina Anderson,Consumer,West,3,16,1550.96,-75.74,2015-03-25,2018-07-03,-4.9
CA-12310,Christine Abelman,Corporate,Central,1,12,376.64,35.75,2017-01-03,2017-01-03,9.5
CA-12310,Christine Abelman,Corporate,East,2,28,550.01,77.8,2015-07-19,2018-12-09,14.1
CA-12310,Christine Abelman,Corporate,West,1,10,495.3,56.56,2018-12-17,2018-12-17,11.4
CA-12775,Cynthia Arntzen,Consumer,Central,2,14,822.48,28.35,2016-12-11,2018-09-01,3.4
CA-12775,Cynthia Arntzen,Consumer,East,2,47,1793.12,49.24,2015-06-28,2018-05-12,2.7
CA-12775,Cynthia Arntzen,Consumer,South,2,16,32.8,8.93,2015-09-14,2017-12-11,27.2
CA-12775,Cynthia Arntzen,Consumer,West,1,1,393.16,-41.19,2016-07-26,2016-07-26,-10.5
CB-12025,Cassandra Brandow,Consumer,Central,3,28,2903.21,138.95,2015-11-17,2018-02-05,4.8
CB-12025,Cassandra Brandow,Consumer,East,2,23,63.14,33.23,2015-03-21,2018-09-07,52.6
CB-12025,Cassandra Brandow,Consumer,South,2,8,307.82,34.45,2018-09-11,2018-11-13,11.2
CB-12025,Cassandra Brandow,Consumer,West,2,30,2456.49,211.99,2016-08-28,2018-09-11,8.6
CB-12415,Christy Brittain,Consumer,Central,2,14,117.54,16.36,2017-05-03,2018-12-04,13.9
CB-12415,Christy Brittain,Consumer,East,5,31,1771.67,282.65,2016-11-05,2018-11-16,16.0
CB-12415,Christy Brittain,Consumer,West,1,1,59.99,-5.15,2017-01-23,2017-01-23,-8.6
CB-12535,Claudia Bergmann,Corporate,East,4,38,1925.58,253.69,2016-01-02,2017-01-23,13.2
CB-12535,Claudia Bergmann,Corporate,South,2,25,853.27,110.13,2018-03-05,2018-06-16,12.9
CB-12535,Claudia Bergmann,Corporate,West,2,17,1467.61,-71.13,2016-05-14,2017-11-07,-4.8
CC-12100,Chad Cunningham,Home Office,Central,2,6,287.38,42.21,2016-08-29,2017-09-29,14.7
CC-12100,Chad Cunningham,Home Office,East,1,16,85.21,31.36,2017-07-07,2017-07-07,36.8
CC-12100,Chad Cunningham,Home Office,West,2,12,1313.3,157.48,2015-12-16,2016-08-27,12.0
CC-12145,Charles Crestani,Consumer,Central,3,15,89.82,23.1,2016-09-07,2018-09-15,25.7
CC-12145,Charles Crestani,Consumer,West,4,30,2381.83,180.49,2015-07-20,2017-08-26,7.6
CC-12220,Chris Cortes,Consumer,Central,3,32,1085.05,-35.18,2015-09-09,2017-10-01,-3.2
CC-12220,Chris Cortes,Consumer,East,3,21,1931.18,192.06,2015-10-04,2018-12-10,9.9
CC-12220,Chris Cortes,Consumer,South,2,3,78.08,3.18,2015-11-14,2016-05-07,4.1
CC-12220,Chris Cortes,Consumer,West,3,30,575.95,50.4,2017-03-28,2018-11-16,8.8
CC-12370,Christopher Conant,Consumer,Central,1,3,1.25,-2.66,2018-11-06,2018-11-06,-212.8
CC-12370,Christopher Conant,Consumer,East,2,26,8765.66,1434.79,2017-05-23,2018-11-17,16.4
CC-12370,Christopher Conant,Consumer,South,1,6,225.3,0.86,2017-08-15,2017-08-15,0.4
CC-12370,Christopher Conant,Consumer,West,1,12,3136.87,473.1,2017-07-07,2017-07-07,15.1
CC-12430,Chuck Clark,Home Office,Central,2,10,249.58,36.28,2018-11-06,2018-12-30,14.5
CC-12430,Chuck Clark,Home Office,East,4,35,1675.89,119.42,2016-09-06,2018-10-03,7.1
CC-12430,Chuck Clark,Home Office,West,4,30,944.58,41.29,2017-09-17,2018-05-20,4.4
CC-12475,Cindy Chapman,Consumer,Central,2,11,587.98,-32.01,2018-08-07,2018-09-11,-5.4
CC-12475,Cindy Chapman,Consumer,East,4,21,318.1,48.54,2017-05-02,2018-11-21,15.3
CC-12475,Cindy Chapman,Consumer,West,3,17,753.36,73.59,2015-05-16,2017-11-04,9.8
CC-12550,Clay Cheatham,Consumer,Central,1,4,10.37,-3.08,2018-12-03,2018-12-03,-29.7
CC-12550,Clay Cheatham,Consumer,West,2,8,103.46,10.79,2018-06-15,2018-12-01,10.4
CC-12610,Corey Catlett,Corporate,Central,1,3,61.79,3.05,2016-07-30,2016-07-30,4.9
CC-12610,Corey Catlett,Corporate,East,2,11,267.35,27.2,2017-07-21,2018-11-26,10.2
CC-12610,Corey Catlett,Corporate,South,3,24,1983.83,-2.98,2015-08-27,2017-03-19,-0.2
CC-12610,Corey Catlett,Corporate,West,1,13,227.66,-4.22,2017-10-10,2017-10-10,-1.9
CC-12670,Craig Carreira,Consumer,Central,2,5,139.64,15.11,2017-03-03,2017-12-16,10.8
CC-12670,Craig Carreira,Consumer,East,1,5,259.44,27.68,2018-12-01,2018-12-01,10.7
CC-12670,Craig Carreira,Consumer,South,1,20,619.85,63.17,2015-12-23,2015-12-23,10.2
CC-12670,Craig Carreira,Consumer,West,3,13,1250.78,2.86,2016-09-12,2018-06-18,0.2
CC-12685,Craig Carroll,Consumer,Central,1,16,546.79,93.4,2016-10-23,2016-10-23,17.1
CC-12685,Craig Carroll,Consumer,East,1,9,1884.14,262.49,2016-09-14,2016-09-14,13.9
CC-12685,Craig Carroll,Consumer,South,2,36,423.18,57.18,2015-03-22,2016-01-09,13.5
CD-11920,Carlos Daly,Consumer,Central,1,4,152.52,15.95,2017-12-29,2017-12-29,10.5
CD-11920,Carlos Daly,Consumer,East,2,18,1584.57,196.6,2015-03-24,2018-11-20,12.4
CD-11920,Carlos Daly,Consumer,West,2,2,296.88,-2.93,2016-11-27,2018-05-26,-1.0
CD-11980,Carol Darley,Consumer,Central,1,16,296.02,22.99,2018-03-18,2018-03-18,7.8
CD-11980,Carol Darley,Consumer,East,1,5,318.96,49.55,2018-11-06,2018-11-06,15.5
CD-11980,Carol Darley,Consumer,West,1,1,24.78,1.95,2017-11-24,2017-11-24,7.9
CD-12280,Christina DeMoss,Consumer,East,1,31,796.04,22.56,2018-11-05,2018-11-05,2.8
CD-12280,Christina DeMoss,Consumer,West,1,20,409.55,35.27,2018-11-18,2018-11-18,8.6
CD-12790,Cynthia Delaney,Home Office,Central,1,29,1058.27,126.17,2017-10-15,2017-10-15,11.9
CD-12790,Cynthia Delaney,Home Office,East,1,7,73.33,28.8,2017-11-26,2017-11-26,39.3
CD-12790,Cynthia Delaney,Home Office,West,3,33,729.13,40.24,2015-02-02,2016-09-21,5.5
CG-12040,Catherine Glotzbach,Home Office,Central,1,5,18.24,6.26,2018-11-11,2018-11-11,34.3
CG-12040,Catherine Glotzbach,Home Office,East,2,17,566.93,62.38,2017-06-20,2018-03-19,11.0
CG-12040,Catherine Glotzbach,Home Office,South,2,11,307.54,44.81,2017-09-10,2017-10-24,14.6
CG-12040,Catherine Glotzbach,Home Office,West,1,7,11.76,-1.83,2016-06-01,2016-06-01,-15.6
CG-12520,Claire Gute,Consumer,Central,2,4,154.88,15.48,2016-10-15,2018-01-26,10.0
CG-12520,Claire Gute,Consumer,South,1,11,993.9,-13.13,2017-11-08,2017-11-08,-1.3
CH-12070,Cathy Hwang,Home Office,Central,1,7,299.9,47.15,2016-10-30,2016-10-30,15.7
CH-12070,Cathy Hwang,Home Office,East,1,7,109.36,14.05,2016-06-25,2016-06-25,12.8
CH-12070,Cathy Hwang,Home Office,South,1,1,1127.98,168.74,2017-02-08,2017-02-08,15.0
CJ-11875,Carl Jackson,Corporate,East,1,3,16.52,6.32,2017-12-30,2017-12-30,38.3
CJ-12010,Caroline Jumper,Consumer,Central,1,11,1875.13,-77.08,2018-03-27,2018-03-27,-4.1
CJ-12010,Caroline Jumper,Consumer,East,4,43,5441.58,380.52,2017-03-10,2017-12-03,7.0
CJ-12010,Caroline Jumper,Consumer,South,1,13,3740.51,-165.16,2018-05-01,2018-05-01,-4.4
CJ-12010,Caroline Jumper,Consumer,West,2,11,107.76,14.94,2018-01-26,2018-06-24,13.9
CK-12205,Chloris Kastensmidt,Consumer,Central,2,27,441.26,61.28,2017-07-23,2018-08-07,13.9
CK-12205,Chloris Kastensmidt,Consumer,East,7,43,1133.95,113.54,2015-03-11,2018-08-18,10.0
CK-12205,Chloris Kastensmidt,Consumer,South,1,7,193.15,16.11,2015-07-28,2015-07-28,8.3
CK-12205,Chloris Kastensmidt,Consumer,West,3,26,1386.5,88.25,2016-10-02,2018-11-21,6.4
CK-12325,Christine Kargatis,Home Office,East,1,24,1448.85,-36.99,2018-02-17,2018-02-17,-2.6
CK-12325,Christine Kargatis,Home Office,South,2,16,1355.76,-0.81,2015-03-14,2017-04-08,-0.1
CK-12325,Christine Kargatis,Home Office,West,2,14,140.71,-3.85,2015-06-02,2018-09-01,-2.7
CK-12595,Clytie Kelty,Consumer,Central,1,1,12.13,8.32,2018-01-29,2018-01-29,68.6
CK-12595,Clytie Kelty,Consumer,East,4,42,899.18,64.6,2016-07-11,2018-11-14,7.2
CK-12595,Clytie Kelty,Consumer,South,3,41,1383.91,189.4,2016-08-13,2018-11-17,13.7
CK-12595,Clytie Kelty,Consumer,West,3,17,77.53,4.14,2015-12-26,2018-02-23,5.3
CK-12760,Cyma Kinney,Corporate,Central,1,7,719.1,-99.96,2018-10-09,2018-10-09,-13.9
CK-12760,Cyma Kinney,Corporate,East,3,38,429.55,43.97,2015-02-07,2017-11-13,10.2
CK-12760,Cyma Kinney,Corporate,South,3,10,132.43,6.48,2016-09-06,2018-03-28,4.9
CK-12760,Cyma Kinney,Corporate,West,2,7,301.03,10.8,2015-12-09,2016-07-26,3.6
CL-11890,Carl Ludwig,Consumer,Central,1,3,123.55,15.94,2015-07-26,2015-07-26,12.9
CL-11890,Carl Ludwig,Consumer,East,2,22,1121.72,-15.74,2018-06-10,2018-09-15,-1.4
CL-11890,Carl Ludwig,Consumer,West,1,1,16.74,2.73,2017-12-01,2017-12-01,16.3
CL-12565,Clay Ludtke,Consumer,Central,2,12,1909.08,-10.42,2017-11-03,2018-03-21,-0.5
CL-12565,Clay Ludtke,Consumer,East,4,39,2546.92,310.02,2015-09-02,2017-12-19,12.2
CL-12565,Clay Ludtke,Consumer,South,1,4,354.9,50.05,2015-03-04,2015-03-04,14.1
CL-12565,Clay Ludtke,Consumer,West,5,68,6069.64,467.69,2015-07-12,2018-03-17,7.7
CL-12700,Craig Leslie,Home Office,Central,1,3,8.76,-9.3,2018-04-14,2018-04-14,-106.2
CL-12700,Craig Leslie,Home Office,East,1,6,449.91,63.93,2018-01-28,2018-01-28,14.2
CL-12700,Craig Leslie,Home Office,West,2,17,1876.92,97.01,2017-04-24,2017-09-24,5.2
CM-11815,Candace McMahon,Corporate,Central,2,8,70.3,3.6,2015-11-14,2015-12-31,5.1
CM-11815,Candace McMahon,Corporate,West,4,39,1603.58,161.62,2017-09-23,2018-08-21,10.1
CM-11935,Carlos Meador,Consumer,South,1,7,530.27,-35.61,2017-01-22,2017-01-22,-6.7
CM-11935,Carlos Meador,Consumer,West,1,3,35.12,10.86,2016-09-24,2016-09-24,30.9
CM-12115,Chad McGuire,Consumer,East,2,18,800.04,113.42,2016-03-29,2018-03-31,14.2
CM-12115,Chad McGuire,Consumer,West,2,11,861.57,88.46,2018-10-02,2018-12-22,10.3
CM-12160,Charles McCrossin,Consumer,Central,1,1,1.74,1.13,2018-09-28,2018-09-28,64.9
CM-12160,Charles McCrossin,Consumer,East,4,23,528.05,83.19,2017-10-21,2018-12-04,15.8
CM-12160,Charles McCrossin,Consumer,West,1,4,2003.52,-158.22,2017-12-17,2017-12-17,-7.9
CM-12190,Charlotte Melton,Consumer,Central,2,6,822.05,-81.65,2018-08-03,2018-12-22,-9.9
CM-12190,Charlotte Melton,Consumer,East,2,7,131.29,26.44,2016-11-09,2018-11-16,20.1
CM-12190,Charlotte Melton,Consumer,West,2,7,521.8,75.44,2016-09-18,2016-10-17,14.5
CM-12235,Chris McAfee,Consumer,Central,2,11,1426.88,197.11,2017-05-26,2017-08-12,13.8
CM-12235,Chris McAfee,Consumer,East,1,7,698.5,51.57,2017-12-10,2017-12-10,7.4
CM-12235,Chris McAfee,Consumer,South,1,12,140.52,21.69,2017-05-01,2017-05-01,15.4
CM-12235,Chris McAfee,Consumer,West,1,7,39.81,-1.21,2017-11-27,2017-11-27,-3.0
CM-12385,Christopher Martinez,Consumer,Central,1,11,240.37,28.67,2018-11-23,2018-11-23,11.9
CM-12385,Christopher Martinez,Consumer,South,2,19,6682.26,635.34,2016-03-16,2016-09-14,9.5
CM-12385,Christopher Martinez,Consumer,West,1,14,2031.39,230.7,2018-01-03,2018-01-03,11.4
CM-12445,Chuck Magee,Consumer,Central,1,12,132.95,20.2,2017-10-20,2017-10-20,15.2
CM-12445,Chuck Magee,Consumer,West,2,24,155.04,20.69,2015-06-09,2017-09-26,13.3
CM-12655,Corinna Mitchell,Home Office,East,2,12,3999.79,531.79,2017-11-13,2018-10-01,13.3
CM-12655,Corinna Mitchell,Home Office,South,1,4,23.34,7.48,2017-08-08,2017-08-08,32.0
CM-12655,Corinna Mitchell,Home Office,West,2,19,1867.38,141.93,2016-11-03,2018-12-03,7.6
CM-12715,Craig Molinari,Corporate,Central,2,28,2772.1,138.78,2015-10-10,2016-03-01,5.0
CM-12715,Craig Molinari,Corporate,East,1,13,68.53,-3.8,2015-09-26,2015-09-26,-5.5
CM-12715,Craig Molinari,Corporate,West,1,18,1143.82,36.5,2015-03-07,2015-03-07,3.2
CP-12085,Cathy Prescott,Corporate,Central,2,17,4697.37,639.98,2018-01-13,2018-08-29,13.6
CP-12085,Cathy Prescott,Corporate,East,3,9,187.21,19.62,2015-12-04,2018-10-09,10.5
CP-12085,Cathy Prescott,Corporate,South,1,6,232.62,38.99,2017-05-26,2017-05-26,16.8
CP-12085,Cathy Prescott,Corporate,West,2,7,285.05,4.81,2016-03-24,2016-09-03,1.7
CP-12340,Christine Phan,Corporate,East,4,45,4164.99,-263.55,2015-03-17,2018-07-23,-6.3
CP-12340,Christine Phan,Corporate,South,2,15,1475.2,186.66,2016-11-07,2018-04-24,12.7
CP-12340,Christine Phan,Corporate,West,1,4,177.0,20.97,2017-10-14,2017-10-14,11.8
CR-12580,Clay Rozendal,Home Office,Central,1,5,240.04,40.28,2017-04-18,2017-04-18,16.8
CR-12580,Clay Rozendal,Home Office,East,1,3,10.53,-8.41,2017-09-23,2017-09-23,-79.9
CR-12580,Clay Rozendal,Home Office,West,2,14,1898.28,-161.07,2017-11-24,2018-11-03,-8.5
CR-12625,Corey Roper,Home Office,Central,1,2,19.44,-1.15,2015-08-23,2015-08-23,-5.9
CR-12625,Corey Roper,Home Office,East,1,11,334.68,49.45,2015-06-01,2015-06-01,14.8
CR-12625,Corey Roper,Home Office,South,1,3,121.78,-5.93,2017-09-16,2017-09-16,-4.9
CR-12730,Craig Reiter,Consumer,Central,2,6,444.49,16.76,2015-08-20,2017-06-12,3.8
CR-12730,Craig Reiter,Consumer,East,2,19,1156.06,154.11,2017-08-22,2018-10-13,13.3
CR-12820,Cyra Reiten,Home Office,Central,1,11,702.84,82.59,2018-02-17,2018-02-17,11.8
CR-12820,Cyra Reiten,Home Office,East,1,14,681.91,92.07,2018-10-06,2018-10-06,13.5
CR-12820,Cyra Reiten,Home Office,South,1,4,13.12,1.44,2016-01-24,2016-01-24,11.0
CS-11845,Cari Sayre,Corporate,Central,2,6,18.42,13.84,2015-12-14,2016-04-02,75.1
CS-11845,Cari Sayre,Corporate,West,3,29,1260.53,39.81,2016-09-17,2018-09-30,3.2
CS-11860,Cari Schnelling,Consumer,Central,1,2,1.72,15.2,2016-10-19,2016-10-19,883.7
